Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal;Condiciones de Venta;Equivalente Terapeutico
F-22775/21;VACIDOX ÓVULOS 0,5 mg (ESTRIOL);2016-06-10 00:00:00;LABORATORIOS RECALCINE S.A.;ESTRIOL;;Receta Médica;
B-1920/20;VACUNA ANTI HEPATITIS B RECOMBINANTE ADSORBIDA PEDIÁTRICA SUSPENSIÓN INYECTABLE 10 mcg/0,5 mL;2005-12-12 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-1891/20;VACUNA ANTI HEPATITIS B RECOMBINANTE ADSORBIDA SUSPENSIÓN INYECTABLE 20 mcg/mL;2005-08-08 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-1878/20;VACUNA ANTI SARAMPION Y RUBEOLA POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE, CON SOLVENTE;2005-06-20 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2513/20;VACUNA ANTIPOLIOMIELÍTICA INACTIVADA TRIVALENTE SUSPENSIÓN INYECTABLE;2015-06-03 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2753/19;VACUNA ANTIRRÁBICA INACTIVADA LIOFILIZADO PARA SOLUCIÓN INYECTABLE;2019-04-09 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2750/19;VACUNA ANTIRRÁBICA INACTIVADA LIOFILIZADO PARA SOLUCIÓN INYECTABLE CON SOLVENTE;2019-02-25 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2359/18;VACUNA ANTITUBERCULOSIS BCG, VIVA ATENUADA, LIOFILIZADO PARA SUSPENSIÓN INYECTABLE, CON SOLVENTE;2013-12-12 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-11/17;VACUNA BCG LIOFILIZADO PARA SUSPENSIÓN INYECTABLE 0,75 mg/mL, CON SOLVENTE;1997-06-17 00:00:00;MEDSTYLE S.A.;;;Receta Médica;
B-1857/20;VACUNA DTP ADSORBIDA ANTI DIFTERIA TETANO Y TOS FERINA SUSPENSIÓN INYECTABLE;2005-03-04 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2370/19;VACUNA PENTAVALENTE ADSORBIDA ANTIDIFTÉRICA - ANTITETÁNICA - ANTIPERTUSSIS – ANTIHEPATITIS B Y HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO, SUSPENSIÓN INYECTABLE;2014-01-21 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2689/18;VACUNA SARAMPIÓN, PAROTIDITIS Y RUBÉOLA VIVA ATENUADA LIOFILIZADO PARA SOLUCION INYECTABLE CON SOLVENTE;2018-01-25 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
B-2452/20;VACUNA STAMARIL (VIRUS DE FIEBRE AMARILLA ATENUADO CEPA 17 D PASTEUR) MONODOSIS LIOFILIZADO PARA SUSPENSIÓN INYECTABLE CON SOLVENTE;2015-02-17 00:00:00;SANOFI PASTEUR S.A.;Virus De Fiebre Amarilla Atenuado Cepa 17 D Pasteur (Exenta Leucosis Aviar);;Receta Médica;
B-908/20;VACUNA STAMARIL MONODOSIS LIOFILIZADO PARA SUSPENSIÓN INYECTABLE CON SOLVENTE;1988-01-05 00:00:00;SANOFI PASTEUR S.A.;;;Receta Médica;
B-1922/20;VACUNA TD ADSORBIDA ANTIDIFTÉRICA Y ANTITETÁNICA ADULTOS Y ADOLESCENTES SUSPENSIÓN INYECTABLE;2005-12-26 00:00:00;DIFEM LABORATORIOS S.A.;;;Receta Médica;
F-16908/18;VADIRAL COMPRIMIDOS RECUBIERTOS 1000 mg (VALACICLOVIR);2008-07-01 00:00:00;LABORATORIOS RECALCINE S.A.;VALACICLOVIR;;Receta Médica;TRUE
F-25916/21;VAGACYTE COMPRIMIDOS RECUBIERTOS 450 mg (VALGANCICLOVIR);2021-01-13 00:00:00;ASCEND LABORATORIES S.p.A.;VALGANCICLOVIR;;Receta Médica;TRUE
F-21734/20;VAGI-C COMPRIMIDOS VAGINALES 250 mg (ÁCIDO ASCÓRBICO);2015-03-07 00:00:00;CYRSALAB S.A.;ACIDO ASCORBICO;;Receta Médica;
F-24638/19;VALACICLOVIR COMPRIMIDOS RECUBIERTOS 500 mg;2019-02-13 00:00:00;ASCEND LABORATORIES S.p.A.;VALACICLOVIR;;Receta Médica;TRUE
F-23858/18;VALACICLOVIR COMPRIMIDOS RECUBIERTOS 500 mg.;2018-06-08 00:00:00;PHARMARIS CHILE S.p.A.;VALACICLOVIR;;Receta Médica;TRUE
F-14804/20;VALAPLEX COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN);2005-05-31 00:00:00;LABORATORIO CHILE S.A.;VALSARTAN;;Receta Médica;TRUE
F-16543/17;VALAPLEX COMPRIMIDOS RECUBIERTOS 320 mg;2007-11-30 00:00:00;LABORATORIO CHILE S.A.;VALSARTAN;;Receta Médica;TRUE
F-14803/20;VALAPLEX COMPRIMIDOS RECUBIERTOS 80 mg;2005-05-31 00:00:00;LABORATORIO CHILE S.A.;VALSARTAN;;Receta Médica;TRUE
F-12865/18;VALAPLEX D 80/12,5 COMPRIMIDOS RECUBIERTOS;2003-05-14 00:00:00;LABORATORIO CHILE S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-15561/21;VALAPLEX D FORTE 160/25 COMPRIMIDOS RECUBIERTOS;2006-06-02 00:00:00;LABORATORIO CHILE S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-14750/20;VALAPLEX-D COMPRIMIDOS RECUBIERTOS 160/12,5 mg;2005-04-21 00:00:00;LABORATORIO CHILE S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-16868/18;VALAX COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN);2008-06-17 00:00:00;LABORATORIOS SAVAL S.A.;VALSARTAN;;Receta Médica;TRUE
F-16869/18;VALAX COMPRIMIDOS RECUBIERTOS 320 mg;2008-06-17 00:00:00;LABORATORIOS SAVAL S.A.;VALSARTAN;;Receta Médica;TRUE
F-16781/18;VALAX COMPRIMIDOS RECUBIERTOS 80 mg;2008-04-16 00:00:00;LABORATORIOS SAVAL S.A.;VALSARTAN;;Receta Médica;TRUE
F-17383/19;VALAX D 160/12,5 COMPRIMIDOS RECUBIERTOS;2009-02-26 00:00:00;LABORATORIOS SAVAL S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-17384/19;VALAX D 160/25 COMPRIMIDOS RECUBIERTOS;2009-02-26 00:00:00;LABORATORIOS SAVAL S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-17382/19;VALAX D 80/12,5 COMPRIMIDOS RECUBIERTOS;2009-02-26 00:00:00;LABORATORIOS SAVAL S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-23703/18;VALAX-D 320/25 COMPRIMIDOS RECUBIERTOS;2018-02-01 00:00:00;LABORATORIOS SAVAL S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-16853/18;VALAXAM 160/10 COMPRIMIDOS RECUBIERTOS;2008-05-29 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-16854/18;VALAXAM 160/5 COMPRIMIDOS RECUBIERTOS;2008-06-17 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-20230/18;VALAXAM 320/10 COMPRIMIDOS RECUBIERTOS;2013-08-26 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-20231/18;VALAXAM 320/5 COMPRIMIDOS RECUBIERTOS;2013-08-26 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-16855/18;VALAXAM 80/5 COMPRIMIDOS RECUBIERTOS ;2008-06-17 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-19409/17;VALAXAM D 160/10/12,5 COMPRIMIDOS RECUBIERTOS ;2012-05-08 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-20930/19;VALAXAM D 160/10/25 COMPRIMIDOS RECUBIERTOS;2014-02-14 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-19408/17;VALAXAM D 160/5/12,5 COMPRIMIDOS RECUBIERTOS;2012-05-08 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-20929/19;VALAXAM D 160/5/25 COMPRIMIDOS RECUBIERTOS ;2014-02-14 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-20223/18;VALAXAM D 320/10/25 COMPRIMIDOS RECUBIERTOS ;2013-08-13 00:00:00;LABORATORIOS SAVAL S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-23099/21;VALCOTE ER COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA 250 mg (ÁCIDO VALPROICO);2016-09-30 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-5276/20;VALCOTE COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 125 mg (ÁCIDO VALPROICO);1984-09-07 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-5277/20;VALCOTE COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 250 mg (ÁCIDO VALPROICO);1984-09-07 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-5278/20;VALCOTE COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 500 mg (ÁCIDO VALPROICO);1984-09-07 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-9776/16;VALCOTE E.R. RECUBIERTOS COMPRIMIDOS DE LIBERACIÓN PROLONGADA 500 mg;2001-11-13 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-23100/21;VALCOTE ER COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 500 mg (Ácido valproico);2016-09-30 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-778/18;VALCOTE SOLUCIÓN INYECTABLE 500 mg/5 mL;1998-10-13 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-9216/21;VALCOTE SPRINKLE CÁPSULAS 125 mg;1991-07-18 00:00:00;ABBOTT LABORATORIES DE CHILE LTDA.;ACIDO VALPROICO;;Receta Médica;
F-23509/17;VALCOX CÁPSULAS 200 mg;2017-06-14 00:00:00;SYNTHON CHILE LTDA.;CELECOXIB;;Receta Médica;TRUE
F-18785/21;VALDOXAN COMPRIMIDOS RECUBIERTOS 25 mg;2011-08-01 00:00:00;LABORATORIO SERVIER CHILE LTDA.;AGOMELATINA;;Receta Médica;
F-20598/18;VALDYNE CÁPSULAS 200 mg;2013-12-03 00:00:00;LABORATORIOS WYETH LLC.;CELECOXIB;;Receta Médica;
F-16541/17;VALERIX COMPRIMIDOS RECUBIERTOS;2007-11-30 00:00:00;LABORATORIOS SILESIA S.A.;DIENOGEST//ESTRADIOL;;Receta Médica;
F-23700/18;VALGANCICLOVIR COMPRIMIDOS RECUBIERTOS 450 mg;2018-01-25 00:00:00;PISA FARMACÉUTICA DE CHILE S.p.A.;VALGANCICLOVIR;;Receta Médica;
F-24911/19;VALGANCICLOVIR COMPRIMIDOS RECUBIERTOS 450 mg ;2019-06-28 00:00:00;SEVEN PHARMA CHILE S.p.A.;VALGANCICLOVIR;;Receta Médica;TRUE
F-23181/16;VALGOVIR COMPRIMIDOS RECUBIERTOS 450 mg;2016-11-16 00:00:00;SEVEN PHARMA CHILE S.p.A.;VALGANCICLOVIR;;Receta Médica;TRUE
F-13176/18;VALIXA COMPRIMIDOS RECUBIERTOS 450 mg;2003-10-02 00:00:00;ROCHE CHILE LTDA.;VALGANCICLOVIR;;Receta Médica;
F-25162/19;VALKEM COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN);2019-12-06 00:00:00;ASCEND LABORATORIES S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-25163/19;VALKEM COMPRIMIDOS RECUBIERTOS 320 mg (VALSARTÁN);2019-12-06 00:00:00;ASCEND LABORATORIES S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-25161/19;VALKEM COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTÁN);2019-12-06 00:00:00;ASCEND LABORATORIES S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-25157/19;VALKEM D 160/12,5 COMPRIMIDOS RECUBIERTOS;2019-12-04 00:00:00;ASCEND LABORATORIES S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-25159/19;VALKEM D 160/25 COMPRIMIDOS RECUBIERTOS;2019-12-05 00:00:00;ASCEND LABORATORIES S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-25160/19;VALKEM D 80/12,5 COMPRIMIDOS RECUBIERTOS;2019-12-05 00:00:00;ASCEND LABORATORIES S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-25707/20;VALMIRA 10/160 COMPRIMIDOS RECUBIERTOS;2020-09-28 00:00:00;ASCEND LABORATORIES S.p.A.;AMLODIPINO//VALSARTAN;;Receta Médica;TRUE
F-25706/20;VALMIRA 5/160 COMPRIMIDOS RECUBIERTOS;2020-09-28 00:00:00;ASCEND LABORATORIES S.p.A.;AMLODIPINO//VALSARTAN;;Receta Médica;TRUE
F-25705/20;VALMIRA 5/80 COMPRIMIDOS RECUBIERTOS;2020-09-28 00:00:00;ASCEND LABORATORIES S.p.A.;AMLODIPINO//VALSARTAN;;Receta Médica;TRUE
F-366/18;VALPIN COMPRIMIDOS;1998-04-01 00:00:00;LABORATORIOS LAFI LTDA.;FENOBARBITAL//METILBROMURO DE OCTATROPINA;Psicotrópico;Receta Médica;
F-365/18;VALPIN SOLUCIÓN PARA GOTAS ORALES;1998-04-01 00:00:00;LABORATORIOS LAFI LTDA.;FENOBARBITAL//METILBROMURO DE OCTATROPINA;Psicotrópico;Receta Médica;
F-22655/21;VALSARTÁN + HIDROCLOROTIAZIDA 320/25 COMPRIMIDOS RECUBIERTOS;2016-05-06 00:00:00;EUROFARMA CHILE S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-22783/21;VALSARTÁN COMPRIMIDOS RECUBIERTOS 160 mg;2016-06-17 00:00:00;SEVEN PHARMA CHILE S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-25150/19;VALSARTÁN COMPRIMIDOS RECUBIERTOS 160 mg;2019-12-05 00:00:00;ASCEND LABORATORIES S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-25151/19;VALSARTÁN COMPRIMIDOS RECUBIERTOS 320 mg;2019-12-05 00:00:00;ASCEND LABORATORIES S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-25149/19;VALSARTÁN COMPRIMIDOS RECUBIERTOS 80 mg;2019-12-05 00:00:00;ASCEND LABORATORIES S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-23461/17;VALSARTÁN COMPRIMIDOS RECUBIERTOS 80 mg;2017-05-16 00:00:00;SEVEN PHARMA CHILE S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-20736/18;VALSARTÁN COMPRIMIDOS RECUBIERTOS 80 mg;2013-12-27 00:00:00;EUROFARMA CHILE S.A.;VALSARTAN;;Receta Médica;TRUE
F-25170/19;VALSARTÁN/HIDROCLOROTIAZIDA 160/12,5 COMPRIMIDOS RECUBIERTOS;2019-12-10 00:00:00;ASCEND LABORATORIES S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-25169/19;VALSARTÁN/HIDROCLOROTIAZIDA 160/25 COMPRIMIDOS RECUBIERTOS;2019-12-10 00:00:00;ASCEND LABORATORIES S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-22850/21;VALSARTÁN/HIDROCLOROTIAZIDA 320/12,5 COMPRIMIDOS RECUBIERTOS;2016-07-07 00:00:00;EUROFARMA CHILE S.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-25171/19;VALSARTÁN/HIDROCLOROTIAZIDA 80/12,5 COMPRIMIDOS RECUBIERTOS;2019-12-10 00:00:00;ASCEND LABORATORIES S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-24441/18;VALTERO COMPRIMIDOS RECUBIERTOS 1000 mg;2018-12-11 00:00:00;SEVEN PHARMA CHILE S.p.A.;VALACICLOVIR;;Receta Médica;TRUE
F-22763/21;VALTERO COMPRIMIDOS RECUBIERTOS 500 mg.;2016-06-07 00:00:00;SEVEN PHARMA CHILE S.p.A.;VALACICLOVIR;;Receta Médica;TRUE
F-10685/16;VALTREX COMPRIMIDOS RECUBIERTOS 500 mg (VALACICLOVIR);1996-12-19 00:00:00;GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.;VALACICLOVIR;;Receta Médica;
F-23957/18;VALVITAE COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN);2018-08-22 00:00:00;GALENICUM HEALTH CHILE S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-23956/18;VALVITAE COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTÁN);2018-08-22 00:00:00;GALENICUM HEALTH CHILE S.p.A.;VALSARTAN;;Receta Médica;TRUE
F-23917/18;VALVITAE PLUS 160/12,5 COMPRIMIDOS RECUBIERTOS;2018-07-04 00:00:00;GALENICUM HEALTH CHILE S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-23953/18;VALVITAE PLUS 160/25 COMPRIMIDOS RECUBIERTOS;2018-08-22 00:00:00;GALENICUM HEALTH CHILE S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
F-23916/18;VALVITAE PLUS 80/12,5 COMPRIMIDOS RECUBIERTOS;2018-07-04 00:00:00;GALENICUM HEALTH CHILE S.p.A.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;TRUE
B-2133/20;VANCOCAPS CÁPSULAS 250 mg;2010-04-05 00:00:00;GEMARKPHARMA LTDA.;VANCOMICINA;;Receta Médica;
B-2224/16;VANCOMICINA POLVO PARA SOLUCIÓN INYECTABLE 500 mg;2011-12-19 00:00:00;LIBRA CHILE S.A.;VANCOMICINA;;Receta Médica;
B-2423/19;VANCOMICINA LIOFILIZADO PARA SOLUCION INYECTABLE 500 mg;2014-10-03 00:00:00;LABORATORIO BIOSANO S.A.;VANCOMICINA;;Receta Médica;
B-2079/19;VANCOMICINA POLVO LIOFILIZADO PARA SOLUCIÓN CONCENTRADA PARA INFUSIÓN 1000 mg;2009-05-19 00:00:00;LABORATORIOS RECALCINE S.A.;VANCOMICINA;;Receta Médica;
B-2078/19;VANCOMICINA POLVO LIOFILIZADO PARA SOLUCIÓN CONCENTRADA PARA INFUSIÓN 500 mg;2009-05-19 00:00:00;LABORATORIOS RECALCINE S.A.;VANCOMICINA;;Receta Médica;
B-2225/16;VANCOMICINA POLVO PARA SOLUCIÓN INYECTABLE 1 g;2011-12-19 00:00:00;LIBRA CHILE S.A.;VANCOMICINA;;Receta Médica;
B-1135/21;VANCOMICINA POLVO PARA SOLUCIÓN INYECTABLE 1 g;1996-05-28 00:00:00;BPH S.A.;VANCOMICINA;;Receta Médica;
B-1134/21;VANCOMICINA POLVO PARA SOLUCIÓN INYECTABLE 500 mg;1996-05-13 00:00:00;BPH S.A.;VANCOMICINA;;Receta Médica;
F-11077/21;VAPOFLU G.F.T. JARABE;1994-05-25 00:00:00;LABORATORIOS LAFI LTDA.;AMONIO CLORURO//CLOBUTINOL//ORCIPRENALINA;;Receta Médica;
B-2292/18;VAQTA VACUNA ANTIHEPATITIS A PURIFICADA INACTIVADA ADSORBIDA SUSPENSIÓN INYECTABLE 50 U/1 mL;2013-01-23 00:00:00;MERCK SHARP & DOHME (I.A.) LLC;;;Receta Médica;
B-2291/18;VAQTA VACUNA PEDIÁTRICA ANTIHEPATITIS A PURIFICADA INACTIVADA ADSORBIDA SUSPENSIÓN INYECTABLE 25 U/0,5 mL;2013-01-23 00:00:00;MERCK SHARP & DOHME (I.A.) LLC;;;Receta Médica;
F-26189/21;VAREKEM COMPRIMIDOS RECUBIERTOS 0,5 mg;2021-06-02 00:00:00;ASCEND LABORATORIES S.p.A.;VARENICLINA TARTRATO;;Receta Médica;
F-26190/21;VAREKEM COMPRIMIDOS RECUBIERTOS 1 mg;2021-06-02 00:00:00;ASCEND LABORATORIES S.p.A.;VARENICLINA TARTRATO;;Receta Médica;
F-22080/20;VARGATEF CÁPSULAS BLANDAS 100 mg (NINTEDANIB);2015-08-24 00:00:00;BOEHRINGER INGELHEIM LTDA.;NINTEDANIB;;Receta Médica;
F-22079/20;VARGATEF CÁPSULAS BLANDAS 150 mg (NINTEDANIB);2015-08-24 00:00:00;BOEHRINGER INGELHEIM LTDA.;NINTEDANIB;;Receta Médica;
F-25409/20;VARIDRONICO LIOFILIZADO PARA SOLUCION INYECTABLE 4mg, CON SOLVENTE (ÁCIDO ZOLEDRONICO);2020-04-27 00:00:00;GADOR LTDA.;ACIDO ZOLEDRONICO;;Receta Médica;TRUE
F-22875/21;VARITRINOX SOLUCIÓN INYECTABLE 10 mg/10 mL (TRIÓXIDO DE ARSÉNICO);2016-07-25 00:00:00;GADOR LTDA.;TRIÓXIDO DE ARSÉNICO;;Receta Médica;TRUE
B-2324/18;VARIVAX VACUNA DE VIRUS VIVOS ATENUADOS CONTRA VARICELA, LIOFILIZADO PARA SUSPENSIÓN INYECTABLE, CON SOLVENTE;2013-07-29 00:00:00;MERCK SHARP & DOHME (I.A.) LLC;;;Receta Médica;
F-22202/20;VARIZOLOMIDA CÁPSULAS 100 mg;2015-10-14 00:00:00;GADOR LTDA.;TEMOZOLOMIDA;;Receta Médica;
F-22201/20;VARIZOLOMIDA CÁPSULAS 20 mg (TEMOZOLOMIDA);2015-10-14 00:00:00;GADOR LTDA.;TEMOZOLOMIDA;;Receta Médica;
F-22203/20;VARIZOLOMIDA CÁPSULAS 250 mg (TEMOZOLOMIDA);2015-10-14 00:00:00;GADOR LTDA.;TEMOZOLOMIDA;;Receta Médica;
F-17044/18;VARTALAN AM 10/160 COMPRIMIDOS RECUBIERTOS;2008-08-29 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-17045/18;VARTALAN AM 10/320 COMPRIMIDOS RECUBIERTOS;2008-08-29 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-17042/18;VARTALAN AM 5/160 COMPRIMIDOS RECUBIERTOS;2008-08-29 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-17041/18;VARTALAN AM 5/320 COMPRIMIDOS RECUBIERTOS;2008-08-29 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-17043/18;VARTALAN AM 5/80 COMPRIMIDOS RECUBIERTOS;2008-08-29 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//VALSARTAN;;Receta Médica;
F-18090/20;VARTALAN AM D 10/160/12,5 CÁPSULAS;2010-06-04 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-18258/20;VARTALAN AM D 10/160/25 CÁPSULAS;2010-09-08 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-18260/20;VARTALAN AM D 10/320/25 CÁPSULAS;2010-09-08 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-18091/20;VARTALAN AM D 5/160/12,5 CÁPSULAS;2010-06-04 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-18259/20;VARTALAN AM D 5/160/25 CÁPSULAS;2010-09-08 00:00:00;LABORATORIOS RECALCINE S.A.;AMLODIPINO//HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-7519/21;VARTALAN COMPRIMIDOS RECUBIERTOS 160 mg;2001-03-23 00:00:00;LABORATORIOS LAFI LTDA.;VALSARTAN;;Receta Médica;TRUE
F-15682/16;VARTALAN COMPRIMIDOS RECUBIERTOS 320 mg (VALSARTAN);2006-12-11 00:00:00;LABORATORIOS LAFI LTDA.;VALSARTAN;;Receta Médica;TRUE
F-7518/21;VARTALAN COMPRIMIDOS RECUBIERTOS 80 mg;2001-03-23 00:00:00;LABORATORIOS LAFI LTDA.;VALSARTAN;;Receta Médica;TRUE
F-12867/18;VARTALAN D FORTE COMPRIMIDOS RECUBIERTOS;2003-07-29 00:00:00;LABORATORIOS LAFI LTDA.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-9172/21;VARTALAN-D COMPRIMIDOS RECUBIERTOS;2001-10-09 00:00:00;LABORATORIOS LAFI LTDA.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-15135/20;VARTALAN-D PLUS 160/25 COMPRIMIDOS RECUBIERTOS;2005-09-28 00:00:00;LABORATORIOS LAFI LTDA.;HIDROCLOROTIAZIDA//VALSARTAN;;Receta Médica;
F-16867/18;VASOCALM SOLUCIÓN INYECTABLE PARA USO DENTAL;2008-06-23 00:00:00;LABORATORIOS RECALCINE S.A.;CORBADRINA//MEPIVACAINA;;Receta Médica;
F-25945/21;VASTAREL CAPSULAS DE LIBERACIÓN PROLONGADA 40 mg (TRIMETAZIDINA DICLORHIDRATO);2021-03-03 00:00:00;LABORATORIO SERVIER CHILE LTDA.;TRIMETAZIDINA;;Receta Médica;TRUE
F-25946/21;VASTAREL CAPSULAS DE LIBERACION PROLONGADA 80 mg (TRIMETAZIDINA DICLORHIDRATO);2021-03-03 00:00:00;LABORATORIO SERVIER CHILE LTDA.;TRIMETAZIDINA;;Receta Médica;TRUE
F-14336/19;VASTAREL MR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 35 mg;2004-12-13 00:00:00;LABORATORIO SERVIER CHILE LTDA.;TRIMETAZIDINA;;Receta Médica;
F-18932/21;VASTUS COMPRIMIDOS RECUBIERTOS 5 mg;2011-10-01 00:00:00;TECNOFARMA S.A.;Finasterida;;Receta Médica;TRUE
B-2694/18;VAXIRA SUSPENSIÓN INYECTABLE 1 mg/1 mL (RACOTUMOMAB);2018-03-27 00:00:00;FARMACÉUTICA INTEGRAL S.p.A.;;;Receta Médica;
F-24421/18;VEAC LIOFILIZADO PARA SOLUCIÓN INYECTABLE 200 mg;2018-12-05 00:00:00;EUROFARMA CHILE S.A.;Voriconazol;;Receta Médica;
